abs	[#number#]abs(<#mixed $number#>)
file_get_contents	[#string#]file_get_contents(<#string $filename#>,<#bool $use_include_path#>,<#resource $context#>,<#int $offset#>,<#int $maxlen#>)
filegroup	[#int#]filegroup(<#string $filename#>)
fileinode	[#int#]fileinode(<#string $filename#>)
filemtime	[#int#]filemtime(<#string $filename#>)
fileowner	[#int#]fileowner(<#string $filename#>)
fileperms	[#int#]fileperms(<#string $filename#>)
filepro	[#bool#]filepro(<#string $directory#>)
filepro_fieldcount	[#int#]filepro_fieldcount()
filepro_fieldname	[#string#]filepro_fieldname(<#int $field_number#>)
filepro_fieldtype	[#string#]filepro_fieldtype(<#int $field_number#>)
filepro_fieldwidth	[#int#]filepro_fieldwidth(<#int $field_number#>)
filepro_retrieve	[#string#]filepro_retrieve(<#int $row_number#>,<#int $field_number#>)
filepro_rowcount	[#int#]filepro_rowcount()
file_put_contents	[#int#]file_put_contents(<#string $filename#>,<#mixed $data#>,<#int $flags#>,<#resource $context#>)
filesize	[#int#]filesize(<#string $filename#>)
filetype	[#string#]filetype(<#string $filename#>)
filter_has_var	[#bool#]filter_has_var(<#int $type#>,<#string $variable_name#>)
filter_id	[#int#]filter_id(<#string $filtername#>)
filter_input_array	[#mixed#]filter_input_array(<#int $type#>,<#mixed $definition#>,<#bool $add_empty#>)
filter_input	[#mixed#]filter_input(<#int $type#>,<#string $variable_name#>,<#int $filter#>,<#mixed $options#>)
filter_list	[#array#]filter_list()
filter_var_array	[#mixed#]filter_var_array(<#array $data#>,<#mixed $definition#>,<#bool $add_empty#>)
filter_var	[#mixed#]filter_var(<#mixed $variable#>,<#int $filter#>,<#mixed $options#>)
finfo_buffer	[#string#]finfo_buffer(<#resource $finfo#>,<#string $string#>,<#int $options#>,<#resource $context#>)
finfo_close	[#bool#]finfo_close(<#resource $finfo#>)
finfo_file	[#string#]finfo_file(<#resource $finfo#>,<#string $file_name#>,<#int $options#>,<#resource $context#>)
finfo_open	[#resource#]finfo_open(<#int $options#>,<#string $magic_file#>)
finfo_set_flags	[#bool#]finfo_set_flags(<#resource $finfo#>,<#int $options#>)
floatval	[#float#]floatval(<#mixed $var#>)
flock	[#bool#]flock(<#resource $handle#>,<#int $operation#>,<#int &$wouldblock#>)
floor	[#float#]floor(<#float $value#>)
flush	[#void#]flush()
fmod	[#float#]fmod(<#float $x#>,<#float $y#>)
fnmatch	[#bool#]fnmatch(<#string $pattern#>,<#string $string#>,<#int $flags#>)
fopen	[#resource#]fopen(<#string $filename#>,<#string $mode#>,<#bool $use_include_path#>,<#resource $context#>)
forward_static_call_array	[#mixed#]forward_static_call_array(<#callable $function#>,<#array $parameters#>)
forward_static_call	[#mixed#]forward_static_call(<#callable $function#>,<#mixed $parameter#>,<#mixed $...#>)
fpassthru	[#int#]fpassthru(<#resource $handle#>)
fprintf	[#int#]fprintf(<#resource $handle#>,<#string $format#>,<#mixed $args#>,<#mixed $...#>)
fputcsv	[#int#]fputcsv(<#resource $handle#>,<#array $fields#>,<#string $delimiter#>,<#string $enclosure#>)
fread	[#string#]fread(<#resource $handle#>,<#int $length#>)
frenchtojd	[#int#]frenchtojd(<#int $month#>,<#int $day#>,<#int $year#>)
fribidi_log2vis	[#string#]fribidi_log2vis(<#string $str#>,<#string $direction#>,<#int $charset#>)
fscanf	[#mixed#]fscanf(<#resource $handle#>,<#string $format#>,<#mixed &$...#>)
fseek	[#int#]fseek(<#resource $handle#>,<#int $offset#>,<#int $whence#>)
fsockopen	[#resource#]fsockopen(<#string $hostname#>,<#int $port#>,<#int &$errno#>,<#string &$errstr#>,<#float $timeout#>)
fstat	[#array#]fstat(<#resource $handle#>)
ftell	[#int#]ftell(<#resource $handle#>)
ftok	[#int#]ftok(<#string $pathname#>,<#string $proj#>)
ftp_alloc	[#bool#]ftp_alloc(<#resource $ftp_stream#>,<#int $filesize#>,<#string &$result#>)
ftp_cdup	[#bool#]ftp_cdup(<#resource $ftp_stream#>)
ftp_chdir	[#bool#]ftp_chdir(<#resource $ftp_stream#>,<#string $directory#>)
ftp_chmod	[#int#]ftp_chmod(<#resource $ftp_stream#>,<#int $mode#>,<#string $filename#>)
ftp_close	[#bool#]ftp_close(<#resource $ftp_stream#>)
ftp_connect	[#resource#]ftp_connect(<#string $host#>,<#int $port#>,<#int $timeout#>)
ftp_delete	[#bool#]ftp_delete(<#resource $ftp_stream#>,<#string $path#>)
ftp_exec	[#bool#]ftp_exec(<#resource $ftp_stream#>,<#string $command#>)
ftp_fget	[#bool#]ftp_fget(<#resource $ftp_stream#>,<#resource $handle#>,<#string $remote_file#>,<#int $mode#>,<#int $resumepos#>)
ftp_fput	[#bool#]ftp_fput(<#resource $ftp_stream#>,<#string $remote_file#>,<#resource $handle#>,<#int $mode#>,<#int $startpos#>)
ftp_get	[#bool#]ftp_get(<#resource $ftp_stream#>,<#string $local_file#>,<#string $remote_file#>,<#int $mode#>,<#int $resumepos#>)
ftp_get_option	[#mixed#]ftp_get_option(<#resource $ftp_stream#>,<#int $option#>)
ftp_login	[#bool#]ftp_login(<#resource $ftp_stream#>,<#string $username#>,<#string $password#>)
ftp_mdtm	[#int#]ftp_mdtm(<#resource $ftp_stream#>,<#string $remote_file#>)
ftp_mkdir	[#string#]ftp_mkdir(<#resource $ftp_stream#>,<#string $directory#>)
ftp_nb_continue	[#int#]ftp_nb_continue(<#resource $ftp_stream#>)
ftp_nb_fget	[#int#]ftp_nb_fget(<#resource $ftp_stream#>,<#resource $handle#>,<#string $remote_file#>,<#int $mode#>,<#int $resumepos#>)
ftp_nb_fput	[#int#]ftp_nb_fput(<#resource $ftp_stream#>,<#string $remote_file#>,<#resource $handle#>,<#int $mode#>,<#int $startpos#>)
ftp_nb_get	[#bool#]ftp_nb_get(<#resource $ftp_stream#>,<#string $local_file#>,<#string $remote_file#>,<#int $mode#>,<#int $resumepos#>)
ftp_nb_put	[#int#]ftp_nb_put(<#resource $ftp_stream#>,<#string $remote_file#>,<#string $local_file#>,<#int $mode#>,<#int $startpos#>)
ftp_nlist	[#array#]ftp_nlist(<#resource $ftp_stream#>,<#string $directory#>)
ftp_pasv	[#bool#]ftp_pasv(<#resource $ftp_stream#>,<#bool $pasv#>)
ftp_put	[#bool#]ftp_put(<#resource $ftp_stream#>,<#string $remote_file#>,<#string $local_file#>,<#int $mode#>,<#int $startpos#>)
ftp_pwd	[#string#]ftp_pwd(<#resource $ftp_stream#>)
ftp_raw	[#array#]ftp_raw(<#resource $ftp_stream#>,<#string $command#>)
ftp_rawlist	[#array#]ftp_rawlist(<#resource $ftp_stream#>,<#string $directory#>)
ftp_rename	[#bool#]ftp_rename(<#resource $ftp_stream#>,<#string $oldname#>,<#string $newname#>)
ftp_rmdir	[#bool#]ftp_rmdir(<#resource $ftp_stream#>,<#string $directory#>)
ftp_set_option	[#bool#]ftp_set_option(<#resource $ftp_stream#>,<#int $option#>,<#mixed $value#>)
ftp_site	[#bool#]ftp_site(<#resource $ftp_stream#>,<#string $cmd#>)
ftp_size	[#int#]ftp_size(<#resource $ftp_stream#>,<#string $remote_file#>)
ftp_ssl_connect	[#resource#]ftp_ssl_connect(<#string $host#>,<#int $port#>,<#int $timeout#>)
ftp_systype	[#string#]ftp_systype(<#resource $ftp_stream#>)
ftruncate	[#bool#]ftruncate(<#resource $handle#>,<#int $size#>)
func_get_arg	[#mixed#]func_get_arg(<#int $arg_num#>)
func_get_args	[#array#]func_get_args()
func_num_args	[#int#]func_num_args()
function_exists	[#bool#]function_exists(<#string $function_name#>)
fwrite	[#int#]fwrite(<#resource $handle#>,<#string $string#>,<#int $length#>)
gc_collect_cycles	[#int#]gc_collect_cycles()
gc_disable	[#void#]gc_disable()
gc_enabled	[#bool#]gc_enabled()
gc_enable	[#void#]gc_enable()
gd_info	[#array#]gd_info()
geoip_asnum_by_name	[#string#]geoip_asnum_by_name(<#string $hostname#>)
geoip_continent_code_by_name	[#string#]geoip_continent_code_by_name(<#string $hostname#>)
geoip_country_code3_by_name	[#string#]geoip_country_code3_by_name(<#string $hostname#>)
geoip_country_code_by_name	[#string#]geoip_country_code_by_name(<#string $hostname#>)
geoip_country_name_by_name	[#string#]geoip_country_name_by_name(<#string $hostname#>)
geoip_database_info	[#string#]geoip_database_info(<#int $database#>)
geoip_db_avail	[#bool#]geoip_db_avail(<#int $database#>)
geoip_db_filename	[#string#]geoip_db_filename(<#int $database#>)
geoip_db_get_all_info	[#array#]geoip_db_get_all_info()
geoip_domain_by_name	[#string#]geoip_domain_by_name(<#string $hostname#>)
geoip_id_by_name	[#int#]geoip_id_by_name(<#string $hostname#>)
geoip_isp_by_name	[#string#]geoip_isp_by_name(<#string $hostname#>)
geoip_netspeedcell_by_name	[#string#]geoip_netspeedcell_by_name(<#string $hostname#>)
geoip_org_by_name	[#string#]geoip_org_by_name(<#string $hostname#>)
geoip_record_by_name	[#array#]geoip_record_by_name(<#string $hostname#>)
geoip_region_by_name	[#array#]geoip_region_by_name(<#string $hostname#>)
geoip_region_name_by_code	[#string#]geoip_region_name_by_code(<#string $country_code#>,<#string $region_code#>)
geoip_setup_custom_directory	[#void#]geoip_setup_custom_directory(<#string $path#>)
geoip_time_zone_by_country_and_region	[#string#]geoip_time_zone_by_country_and_region(<#string $country_code#>,<#string $region_code#>)
getallheaders	[#array#]getallheaders()
get_browser	[#mixed#]get_browser(<#string $user_agent#>,<#bool $return_array#>)
get_called_class	[#string#]get_called_class()
get_cfg_var	[#string#]get_cfg_var(<#string $option#>)
get_class_methods	[#array#]get_class_methods(<#mixed $class_name#>)
get_class	[#string#]get_class(<#object $obj#>)
get_class_vars	[#array#]get_class_vars(<#string $class_name#>)
get_current_user	[#string#]get_current_user()
getcwd	[#string#]getcwd()
getdate	[#array#]getdate(<#int $timestamp#>)
get_declared_classes	[#array#]get_declared_classes()
get_declared_interfaces	[#array#]get_declared_interfaces()
get_declared_traits	[#array#]get_declared_traits()
get_defined_constants	[#array#]get_defined_constants(<#bool $categorize#>)
get_defined_functions	[#array#]get_defined_functions()
get_defined_vars	[#array#]get_defined_vars()
getenv	[#string#]getenv(<#string $varname#>)
get_extension_funcs	[#array#]get_extension_funcs(<#string $module_name#>)
get_headers	[#array#]get_headers(<#string $url#>,<#int $format#>)
gethostbyaddr	[#string#]gethostbyaddr(<#string $ip_address#>)
gethostbynamel	[#array#]gethostbynamel(<#string $hostname#>)
gethostbyname	[#string#]gethostbyname(<#string $hostname#>)
gethostname	[#string#]gethostname()
get_html_translation_table	[#array#]get_html_translation_table(<#int $table#>,<#int $flags#>,<#string $encoding#>)
getimagesize	[#array#]getimagesize(<#string $filename#>,<#array &$imageinfo#>)
getimagesizefromstring	[#array#]getimagesizefromstring(<#string $imagedata#>,<#array &$imageinfo#>)
get_included_files	[#array#]get_included_files()
get_include_path	[#string#]get_include_path()
getlastmod	[#int#]getlastmod()
get_loaded_extensions	[#array#]get_loaded_extensions(<#bool $zend_extensions#>)
get_magic_quotes_gpc	[#bool#]get_magic_quotes_gpc()
get_magic_quotes_runtime	[#bool#]get_magic_quotes_runtime()
get_meta_tags	[#array#]get_meta_tags(<#string $filename#>,<#bool $use_include_path#>)
getmxrr	[#bool#]getmxrr(<#string $hostname#>,<#array &$mxhosts#>,<#array &$weight#>)
getmygid	[#int#]getmygid()
getmyinode	[#int#]getmyinode()
getmypid	[#int#]getmypid()
getmyuid	[#int#]getmyuid()
get_object_vars	[#array#]get_object_vars(<#object $obj#>)
getopt	[#array#]getopt(<#string $options#>,<#array $longopts#>)
get_parent_class	[#string#]get_parent_class(<#mixed $obj#>)
getprotobyname	[#int#]getprotobyname(<#string $name#>)
getprotobynumber	[#string#]getprotobynumber(<#int $number#>)
getrandmax	[#int#]getrandmax()
get_resource_type	[#string#]get_resource_type(<#resource $handle#>)
getrusage	[#array#]getrusage(<#int $who#>)
getservbyname	[#int#]getservbyname(<#string $service#>,<#string $protocol#>)
getservbyport	[#string#]getservbyport(<#int $port#>,<#string $protocol#>)
gettext	[#string#]gettext(<#string $message#>)
gettimeofday	[#mixed#]gettimeofday(<#bool $return_float#>)
gettype	[#string#]gettype(<#mixed $var#>)
glob	[#array#]glob(<#string $pattern#>,<#int $flags#>)
gmdate	[#string#]gmdate(<#string $format#>,<#int $timestamp#>)
gmmktime	[#int#]gmmktime(<#int $hour#>,<#int $minute#>,<#int $second#>,<#int $month#>,<#int $day#>,<#int $year#>,<#int $is_dst#>)
gmp_abs	[#GMP#]gmp_abs(<#GMP $a#>)
gmp_add	[#GMP#]gmp_add(<#GMP $a#>,<#GMP $b#>)
gmp_and	[#GMP#]gmp_and(<#GMP $a#>,<#GMP $b#>)
gmp_clrbit	[#void#]gmp_clrbit(<#GMP $a#>,<#int $index#>)
gmp_cmp	[#int#]gmp_cmp(<#GMP $a#>,<#GMP $b#>)
gmp_com	[#GMP#]gmp_com(<#GMP $a#>)
gmp_divexact	[#GMP#]gmp_divexact(<#GMP $n#>,<#GMP $d#>)
gmp_div_q	[#GMP#]gmp_div_q(<#GMP $a#>,<#GMP $b#>,<#int $round#>)
gmp_div_qr	[#array#]gmp_div_qr(<#GMP $n#>,<#GMP $d#>,<#int $round#>)
gmp_div_r	[#GMP#]gmp_div_r(<#GMP $n#>,<#GMP $d#>,<#int $round#>)
gmp_export	[#string#]gmp_export(<#GMP $gmpnumber#>,<#integer $word_size#>,<#integer $options#>)
gmp_fact	[#GMP#]gmp_fact(<#mixed $a#>)
gmp_gcdext	[#array#]gmp_gcdext(<#GMP $a#>,<#GMP $b#>)
gmp_gcd	[#GMP#]gmp_gcd(<#GMP $a#>,<#GMP $b#>)
gmp_hamdist	[#int#]gmp_hamdist(<#GMP $a#>,<#GMP $b#>)
gmp_import	[#GMP#]gmp_import(<#string $data#>,<#integer $word_size#>,<#integer $options#>)
gmp_init	[#GMP#]gmp_init(<#mixed $number#>,<#int $base#>)
gmp_intval	[#int#]gmp_intval(<#GMP $gmpnumber#>)
gmp_invert	[#GMP#]gmp_invert(<#GMP $a#>,<#GMP $b#>)
gmp_jacobi	[#int#]gmp_jacobi(<#GMP $a#>,<#GMP $p#>)
gmp_legendre	[#int#]gmp_legendre(<#GMP $a#>,<#GMP $p#>)
gmp_mod	[#GMP#]gmp_mod(<#GMP $n#>,<#GMP $d#>)
gmp_mul	[#GMP#]gmp_mul(<#GMP $a#>,<#GMP $b#>)
gmp_neg	[#GMP#]gmp_neg(<#GMP $a#>)
gmp_nextprime	[#GMP#]gmp_nextprime(<#int $a#>)
gmp_or	[#GMP#]gmp_or(<#GMP $a#>,<#GMP $b#>)
gmp_perfect_square	[#bool#]gmp_perfect_square(<#GMP $a#>)
gmp_popcount	[#int#]gmp_popcount(<#GMP $a#>)
gmp_pow	[#GMP#]gmp_pow(<#GMP $base#>,<#int $exp#>)
gmp_powm	[#GMP#]gmp_powm(<#GMP $base#>,<#GMP $exp#>,<#GMP $mod#>)
gmp_prob_prime	[#int#]gmp_prob_prime(<#GMP $a#>,<#int $reps#>)
gmp_random_bits	[#GMP#]gmp_random_bits(<#integer $bits#>)
gmp_random	[#GMP#]gmp_random(<#int $limiter#>)
gmp_random_range	[#GMP#]gmp_random_range(<#GMP $min#>,<#GMP $max#>)
gmp_root	[#GMP#]gmp_root(<#GMP $a#>,<#int $nth#>)
gmp_rootrem	[#array#]gmp_rootrem(<#GMP $a#>,<#int $nth#>)
gmp_scan0	[#int#]gmp_scan0(<#GMP $a#>,<#int $start#>)
gmp_scan1	[#int#]gmp_scan1(<#GMP $a#>,<#int $start#>)
gmp_setbit	[#void#]gmp_setbit(<#GMP &$a#>,<#int $index#>,<#bool $bit_on#>)
gmp_sign	[#int#]gmp_sign(<#GMP $a#>)
gmp_sqrt	[#GMP#]gmp_sqrt(<#GMP $a#>)
gmp_sqrtrem	[#array#]gmp_sqrtrem(<#GMP $a#>)
gmp_strval	[#string#]gmp_strval(<#GMP $gmpnumber#>,<#int $base#>)
gmp_sub	[#GMP#]gmp_sub(<#GMP $a#>,<#GMP $b#>)
gmp_testbit	[#bool#]gmp_testbit(<#GMP $a#>,<#int $index#>)
gmp_xor	[#GMP#]gmp_xor(<#GMP $a#>,<#GMP $b#>)
gmstrftime	[#string#]gmstrftime(<#string $format#>,<#int $timestamp#>)
gnupg_adddecryptkey	[#bool#]gnupg_adddecryptkey(<#resource $identifier#>,<#string $fingerprint#>,<#string $passphrase#>)
gnupg_addencryptkey	[#bool#]gnupg_addencryptkey(<#resource $identifier#>,<#string $fingerprint#>)
gnupg_addsignkey	[#bool#]gnupg_addsignkey(<#resource $identifier#>,<#string $fingerprint#>,<#string $passphrase#>)
gnupg_cleardecryptkeys	[#bool#]gnupg_cleardecryptkeys(<#resource $identifier#>)
gnupg_clearencryptkeys	[#bool#]gnupg_clearencryptkeys(<#resource $identifier#>)
gnupg_clearsignkeys	[#bool#]gnupg_clearsignkeys(<#resource $identifier#>)
gnupg_decrypt	[#string#]gnupg_decrypt(<#resource $identifier#>,<#string $text#>)
gnupg_decryptverify	[#array#]gnupg_decryptverify(<#resource $identifier#>,<#string $text#>,<#string &$plaintext#>)
gnupg_encryptsign	[#string#]gnupg_encryptsign(<#resource $identifier#>,<#string $plaintext#>)
gnupg_encrypt	[#string#]gnupg_encrypt(<#resource $identifier#>,<#string $plaintext#>)
gnupg_export	[#string#]gnupg_export(<#resource $identifier#>,<#string $fingerprint#>)
gnupg_geterror	[#string#]gnupg_geterror(<#resource $identifier#>)
gnupg_getprotocol	[#int#]gnupg_getprotocol(<#resource $identifier#>)
gnupg_import	[#array#]gnupg_import(<#resource $identifier#>,<#string $keydata#>)
gnupg_init	[#resource#]gnupg_init()
gnupg_keyinfo	[#array#]gnupg_keyinfo(<#resource $identifier#>,<#string $pattern#>)
gnupg_setarmor	[#bool#]gnupg_setarmor(<#resource $identifier#>,<#int $armor#>)
gnupg_seterrormode	[#void#]gnupg_seterrormode(<#resource $identifier#>,<#int $errormode#>)
gnupg_setsignmode	[#bool#]gnupg_setsignmode(<#resource $identifier#>,<#int $signmode#>)
gnupg_sign	[#string#]gnupg_sign(<#resource $identifier#>,<#string $plaintext#>)
gnupg_verify	[#array#]gnupg_verify(<#resource $identifier#>,<#string $signed_text#>,<#string $signature#>,<#string &$plaintext#>)
gopher_parsedir	[#array#]gopher_parsedir(<#string $dirent#>)
grapheme_extract	[#string#]grapheme_extract(<#string $haystack#>,<#int $size#>,<#int $extract_type#>,<#int $start#>,<#int &$next#>)
grapheme_stripos	[#int#]grapheme_stripos(<#string $haystack#>,<#string $needle#>,<#int $offset#>)
grapheme_stristr	[#string#]grapheme_stristr(<#string $haystack#>,<#string $needle#>,<#bool $before_needle#>)
grapheme_strlen	[#int#]grapheme_strlen(<#string $input#>)
grapheme_strpos	[#int#]grapheme_strpos(<#string $haystack#>,<#string $needle#>,<#int $offset#>)
grapheme_strripos	[#int#]grapheme_strripos(<#string $haystack#>,<#string $needle#>,<#int $offset#>)
grapheme_strrpos	[#int#]grapheme_strrpos(<#string $haystack#>,<#string $needle#>,<#int $offset#>)
grapheme_strstr	[#string#]grapheme_strstr(<#string $haystack#>,<#string $needle#>,<#bool $before_needle#>)
grapheme_substr	[#int#]grapheme_substr(<#string $string#>,<#int $start#>,<#int $length#>)
gregoriantojd	[#int#]gregoriantojd(<#int $month#>,<#int $day#>,<#int $year#>)
gupnp_context_get_host_ip	[#string#]gupnp_context_get_host_ip(<#resource $context#>)
gupnp_context_get_port	[#int#]gupnp_context_get_port(<#resource $context#>)
gupnp_context_get_subscription_timeout	[#int#]gupnp_context_get_subscription_timeout(<#resource $context#>)
gupnp_context_host_path	[#bool#]gupnp_context_host_path(<#resource $context#>,<#string $local_path#>,<#string $server_path#>)
gupnp_context_new	[#resource#]gupnp_context_new(<#string $host_ip#>,<#int $port#>)
gupnp_context_set_subscription_timeout	[#void#]gupnp_context_set_subscription_timeout(<#resource $context#>,<#int $timeout#>)
gupnp_context_timeout_add	[#bool#]gupnp_context_timeout_add(<#resource $context#>,<#int $timeout#>,<#mixed $callback#>,<#mixed $arg#>)
gupnp_context_unhost_path	[#bool#]gupnp_context_unhost_path(<#resource $context#>,<#string $server_path#>)
